entity_id,date,timestamp,category,magnitude,keyMetric,headline,security_keyword_flag
usdh,2025-09-27,1758931200,Growth,High,$8.7 million HYPE tokens staked,"Native Markets stakes 200,000 HYPE tokens worth $8.7 million to enable USDH",0
usdh,2025-09-24,1758672000,Technical,High,$2.2 million initial trading volume,Hyperliquid launches USDH stablecoin with $2.2 million initial trading volume,0
usdh,2025-09-14,1757808000,Institutional,High,Won competitive bid against multiple firms,Native Markets wins USDH stablecoin bid through validator vote,0
usds,2026-03-26,1774483200,Institutional,High,$1 billion deployed for USDS yields,"Obex deploys $1 billion to boost USDS stablecoin yields through real-world asset investments in credit, energy, and AI assets.",0
usds,2026-03-15,1773532800,Institutional,High,70 million USDS allocated,"Sky Protocol approves 70 million USDS for remaining launch phase of Sky Agents, with funds under protocol control.",0
usds,2026-01-12,1768176000,Growth,High,100 million USDS spent,Achieved 100 million USDS buybacks,0
usds,2026-01-09,1767916800,Growth,High,10 billion USDS,Surpassed 10 billion USDS supply,0
usds,2026-01-08,1767830400,Expansion,High,Up to 12.75% APR,Launched SKY on Binance Simple Earn,0
usds,2025-12-09,1765238400,Expansion,High,$2.5B USDS backing,Launched Obex incubator program,0
usds,2025-12-02,1764633600,Growth,High,$4.19 billion TVL,Achieved sUSDS all-time high,0
usds,2025-11-18,1763424000,Institutional,High,$37 million raised,Led $37M Obex funding round,0
usds,2025-11-11,1762819200,Growth,High,63% monthly growth,Reached $4 billion Savings TVL,0
usds,2025-11-03,1762128000,Technical,High,65% APY rewards,Launched SKY-to-SKY staking,0
usds,2025-10-22,1761091200,Growth,High,$1B in 48 hours,Reached $3.9 billion SSR deposits,0
usds,2025-10-21,1761004800,Growth,High,9.13 billion USDS,Surpassed 9 billion USDS supply,0
usdtb,2026-01-05,1767571200,Technical,High,"90% USDtb, 10% USDC",Jupiter launches JupUSD stablecoin backed by USDtb and USDC reserves,0
usdtb,2025-12-04,1764806400,Expansion,High,Partnership with federally chartered cryptocurrency bank,Partners with Anchorage Digital for USDtb and USDe rewards,0
usdtb,2025-12-04,1764806400,Expansion,Medium,Partnership with Anchorage Digital,Ethena Labs partners with Anchorage Digital for USDtb and USDe rewards,0
usdtb,2025-10-14,1760400000,Institutional,High,First federally regulated stablecoin,Ethena Labs transfers USDtb smart contract to Anchorage Digital under GENIUS Act,0
usdtb,2025-10-14,1760400000,Institutional,High,First federally regulated stablecoin under GENIUS Act,Transfers USDtb smart contract to Anchorage Digital under GENIUS Act,0
usdtb,2025-10-11,1760140800,Expansion,Medium,4.10% annualized daily airdrop,Bybit users receive 4.10% annualized daily airdrop for USDtb,0
usdtb,2025-09-19,1758240000,Institutional,Medium,Investment expansion for product deployment,YZi Labs increases investment to expand USDe and USDtb products,0
usdtb,2025-09-19,1758240000,Institutional,Medium,Investment from YZi Labs,YZi Labs increases investment in Ethena Labs to expand USDe and USDtb,0
usdtb,2025-09-12,1757635200,Growth,High,Total issuance > $15B,Ethena's stablecoins USDe and USDtb surpass 15 billion in total issuance,0
usdtb,2025-09-12,1757635200,Growth,High,15 billion total issuance,USDe and USDtb surpass 15 billion in total issuance,0
usdtb,2025-09-08,1757289600,Institutional,Medium,Investment in Based,Ethena Labs invests millions in Based to advance USDe and USDtb ecosystem,0
usdtb,2025-09-08,1757289600,Institutional,Medium,Millions invested in ecosystem development,Invests millions in Based to advance USDe and USDtb ecosystem,0
usual-usd,2026-01-14,1768348800,Technical,Medium,Enables USL position migration,Launched UZR Migrator to Fira,0
usual-usd,2025-12-16,1765843200,Technical,Medium,Upgraded to Uniswap v3,Completed USD0 liquidity transition,0
usual-usd,2025-12-15,1765756800,Growth,High,Eliminated 1B tokens via UIP,Reduced USUAL max supply to 3B,0
usual-usd,2025-11-06,1762387200,Expansion,High,ZK-proof airdrops in USD0,Integrated Brevis for USUALx rewards,0
usual-usd,2025-11-04,1762214400,Technical,High,sUSD0 and sEUR0 yield wrappers,Launched Usual Savings products,0
usual-usd,2025-08-15,1755216000,Expansion,Medium,Via LayerZero OFT standard,Deployed USD0 on TAC blockchain,0
usual-usd,2025-08-14,1755129600,Technical,Medium,Uniswap V4 auto-rebalancing,Launched Bunni USD0/USD0++ pool,0
world-liberty-financial-usd,2026-01-15,1768435200,Expansion,High,Supports 65K+ workers globally,Integrated USD1 into Zebec payroll suite,0
world-liberty-financial-usd,2026-01-12,1768176000,Technical,High,Powered by Dolomite for lending/borrowing,Launched World Liberty Markets platform,0
world-liberty-financial-usd,2026-01-07,1767744000,Institutional,High,For USD1 issuance and custody,Submitted OCC charter application,0
world-liberty-financial-usd,2025-12-25,1766620800,Growth,High,$3B market cap milestone,Achieved $3B USD1 market cap,0
world-liberty-financial-usd,2025-12-10,1765324800,Expansion,High,BNB/ETH/SOL pairs with zero fees,Expanded USD1 pairs on Binance,0
world-liberty-financial-usd,2025-11-26,1764115200,Growth,High,Billions in USD1 volume achieved,Executed $10M WLFI buyback,0
world-liberty-financial-usd,2025-10-11,1760140800,Growth,High,$10M WLFI purchased,Completed $10M WLFI buyback,0
world-liberty-financial-usd,2025-09-26,1758844800,Growth,High,"3.1M burned, 3.8M bought back",Burned and bought back WLFI tokens,0
world-liberty-financial-usd,2025-09-01,1756684800,Expansion,High,Live on Coinbase exchange,Listed WLFI on Coinbase,0
world-liberty-financial-usd,2025-08-25,1756080000,Technical,High,Enables token unlock process,Launched WLFI Lockbox,0
world-liberty-financial-usd,2025-08-20,1755648000,Growth,High,$205M USD1 minted,Minted $205M USD1 for treasury,0
world-liberty-financial-usd,2025-08-11,1754870400,Institutional,High,$1.5B for WLFI treasury,Secured $1.5B funding offering,1
world-liberty-financial-usd,2025-07-16,1752624000,Technical,High,Overwhelming community vote,Approved WLFI tradability via governance,0
world-liberty-financial-usd,2025-07-09,1752019200,Expansion,High,Live spot trading with prizes,Listed USD1 on Bybit,0
world-liberty-financial-usd,2025-06-29,1751155200,Growth,High,3rd largest stablecoin by volume,Reached $1.25B USD1 trading volume ATH,0
world-liberty-financial-usd,2025-06-04,1748995200,Growth,High,$4M distributed to eligible holders,Airdropped $4M USD1 to holders,0
xsgd,2026-03-31,1774915200,Technical,High,Direct on-chain currency conversion capability,StraitsX launches XSGD and XUSD stablecoins on Solana blockchain for Singapore dollar and US dollar conversions,0
xsgd,2025-12-02,1764633600,Expansion,High,Spending at 175M+ Visa merchants,Launched UPay stablecoin spending integration,0
xsgd,2025-11-13,1762992000,Technical,High,Interoperable stablecoin suite,Introduced StraitsX ON network,0
xsgd,2025-11-12,1762905600,Expansion,High,QR interoperability via XSGD,Debuted Project BLOOM with KASIKORNBANK,0
xsgd,2025-10-24,1761264000,Growth,High,Raised $10.0M,Raised $10.0M in a Funding Round led by NTT DOCOMO,0
xsgd,2025-10-23,1761177600,Growth,High,$9B on-chain transactions,Achieved 5-year milestone for XSGD,0
xsgd,2025-10-03,1759449600,Expansion,High,Live on Coinbase and Base L2,Launched XSGD on Coinbase,0
xsgd,2025-09-30,1759190400,Expansion,High,USDT/USDC at Grab merchants,Launched OKX Pay scan-to-pay service,0
xsgd,2025-07-15,1752537600,Expansion,High,1.6B users at 100K+ merchants,Launched Alipay+ Grab payment integration,0
xsgd,2025-06-13,1749772800,Expansion,High,Fast low-cost XRPL transactions,Launched XSGD on XRP Ledger,0
xsgd,2025-05-28,1748390400,Growth,High,US$10B gross transaction volume,Achieved $10B on-chain GTV,0
xsgd,2025-02-18,1739836800,Institutional,High,Enhanced cash management,Partnered StanChart for stablecoin custody,0
xsgd,2025-02-17,1739750400,Expansion,High,Arbitrum L2 integration,Launched XSGD on Arbitrum,0
xsgd,2024-11-05,1730764800,Expansion,High,XSGD settlement on AVAX,Deployed Grab-Alipay+ stablecoin system,0
xsgd,2024-07-18,1721260800,Institutional,High,Public XUSD access,Secured MAS MPI licences for XUSD access,1
xsgd,2024-06-26,1719360000,Expansion,High,AVAX DeFi integration,Launched XSGD on Avalanche C-Chain,0
